Designator,Mid X,Mid Y,Rotation,Layer
D1,147.1,-99.2375,90.0,top
D2,149.9,-99.2375,90.0,top
J1,136.699999,-79.373501,180.0,bottom
J2,135.8985,-86.3,90.0,bottom
J3,135.9,-93.8,90.0,bottom
J4,135.97,-99.3,90.0,top
U1,141.965,-86.8985,0.0,top
